left foot,,,,,,,,,,,,,,right foot,,,,,,,,,,,,,
accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_left,TO_left,turnLeft,turnRight,angleX_Left,angleY_Left,angleZ_Left,FF,accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_right,TO_right,turnLeft,turnRight,angleX_Right,angleY_Right,angleZ_Right,FF
0.70416,-2.812222,0.086159,147.965041,48.498237,392.669408,0,0,0,0,1.83852062,-3.79517783,7.76632608,0,0.074843,-1.075686,0.051289,-7.069878,6.37136,-32.274759,0,0,0,0,0.384943,0.14797595,-0.98661633,0
1.106471,-3.070319,0.108498,146.631731,36.964806,388.577645,0,0,0,0,3.30483793,-3.42552977,11.65210253,0,0.063709,-1.205547,0.111024,-13.341877,6.642532,-37.086924,0,0,0,0,0.25152423,0.21440127,-1.35748557,0
1.616463,-3.340985,0.187635,120.575554,18.595913,369.168821,0,0,0,0,4.51059347,-3.23957064,15.34379074,0,0.059281,-1.150681,0.059807,-7.797441,-0.451204,-43.564477,0,0,0,0,0.17354982,0.20988923,-1.79313034,0
2.346501,-3.241061,0.265082,105.802258,-14.775306,332.248337,0,0,0,0,5.56861605,-3.3873237,18.66627411,0,0.063059,-1.22603,0.017336,-15.018788,2.184312,-50.171245,0,0,0,0,0.02336194,0.23173235,-2.29484279,0
3.113418,-2.648306,0.449318,115.378779,-69.289003,285.812782,0,0,0,0,6.72240384,-4.08021373,21.52440193,0,0.07476,-1.234052,-0.002249,-11.907565,1.685422,-59.470031,0,0,0,0,-0.09571371,0.24858657,-2.8895431,0
3.780777,-1.915188,0.369708,174.110434,-135.898029,234.512079,0,0,0,0,8.46350818,-5.43919402,23.86952272,0,0.074798,-1.281494,-0.009708,-13.070536,3.401371,-69.610537,0,0,0,0,-0.22641907,0.28260028,-3.58564847,0
4.088029,-1.691292,-0.159042,231.541707,-187.31663,181.133278,0,0,0,0,10.77892525,-7.31236032,25.6808555,0,0.059085,-1.324995,-0.013161,-11.922521,3.372936,-81.441889,0,0,0,0,-0.34564428,0.31632964,-4.40006736,0
4.134772,-2.032235,-1.134053,216.910755,-197.445777,131.625689,0,0,0,0,12.9480328,-9.28681809,26.99711239,0,0.05554,-1.336448,0.03779,-12.069066,1.604739,-94.187969,0,0,0,0,-0.46633494,0.33237703,-5.34194705,0
4.081249,-2.677158,-2.083523,107.488289,-161.765359,79.217881,0,0,0,0,14.02291569,-10.90447168,27.7892912,0,0.032286,-1.379598,0.08132,-15.995246,-4.071785,-107.91697,0,0,0,0,-0.6262874,0.29165918,-6.42111675,0
3.924728,-3.141192,-2.303873,-78.8218,-96.482202,14.713793,0,0,0,0,13.23469769,-11.8692937,27.93642913,0,0.016474,-1.431119,0.062288,-22.776608,-8.020644,-124.300017,0,0,0,0,-0.85405348,0.21145274,-7.66411692,0
5.411183,-6.299125,-0.343973,-541.165774,39.643361,-333.797456,0,0,0,0,7.82303995,-11.47286009,24.59845457,0,0.027945,-1.510613,-0.007586,-26.269824,-10.37635,-143.244275,0,0,0,0,-1.11675172,0.10768924,-9.09655967,0
-1.000006,-1.649229,1.139521,-272.757317,-89.834074,-344.393311,0,0,0,0,5.09546678,-12.37120083,21.15452146,0,0.035503,-1.63361,-0.084917,-23.440399,-6.458989,-165.399647,0,0,0,0,-1.35115571,0.04309935,-10.75055614,0
-1.755506,-0.181363,-0.045622,-227.463653,17.921086,-361.695281,0,0,0,0,2.82083025,-12.19198997,17.53756865,0,0.019875,-1.775944,-0.103259,-11.527157,-0.829554,-192.682104,0,0,0,0,-1.46642728,0.03480381,-12.67737718,0
-1.272979,-0.048461,-0.629115,-140.984547,165.338315,-441.679648,0,1,0,0,1.41098478,-10.53860682,13.12077217,0,-0.007846,-2.001684,-0.179524,-8.043752,5.196882,-224.518319,0,0,0,0,-1.5468648,0.08677263,-14.92256037,0
0.926868,-0.734895,-1.138854,38.043334,166.67814,-373.774317,0,0,0,0,1.79141812,-8.87182542,9.383029,0,-0.004939,-2.216461,-0.377341,7.695217,11.558657,-263.829213,0,0,0,0,-1.46991263,0.2023592,-17.5608525,0
1.380125,-1.552409,-0.771967,-13.993166,91.249496,-276.712026,0,0,0,0,1.65148646,-7.95933046,6.61590874,0,-0.002677,-2.439846,-0.665026,25.405502,28.681763,-309.864473,0,0,0,0,-1.21585761,0.48917683,-20.65949723,0
1.260858,-1.399218,-0.598375,12.178164,-11.776822,-190.2226,0,0,0,0,1.7732681,-8.07709868,4.71368274,0,-0.108933,-2.697087,-0.705226,48.295757,49.341209,-364.610034,0,0,0,0,-0.73290004,0.98258892,-24.30559757,0
0.934296,-1.283175,-0.102158,81.056956,-63.808319,-121.435389,0,0,0,0,2.58383766,-8.71518187,3.49932885,0,-0.12045,-2.894626,-0.715359,61.164565,73.085322,-420.749555,0,0,0,0,-0.12125439,1.71344214,-28.51309312,0
0.208569,-1.298577,0.160131,34.383819,-33.363863,-94.763824,0,0,0,0,2.92767585,-9.0488205,2.55169061,0,0.126481,-3.03382,-0.419093,66.142074,76.120427,-477.217214,0,0,0,0,0.54016635,2.47464641,-33.28526526,0
0.017204,-1.331377,0.418189,-21.483451,6.566886,-74.411311,0,0,0,0,2.71284134,-8.98315164,1.8075775,0,0.128366,-3.154456,-0.195297,33.357968,83.587989,-507.0077,0,0,0,0,0.87374603,3.3105263,-38.35534226,0
0.176949,-1.168689,0.238274,-44.26047,12.947992,-51.691058,0,0,0,0,0,0,0,1,0.460973,-3.678405,-0.147053,10.954016,70.655752,-508.618732,1,0,0,0,0.98328619,4.01708382,-43.44152958,0
0.225181,-0.89014,-0.084216,-21.832519,1.075085,-32.693778,0,0,0,0,0,0,0,1,0.291647,-3.872473,-0.167675,19.061,68.821307,-504.320495,0,0,0,0,1.17389619,4.70529689,-48.48473453,0
0.081461,-0.988981,-0.005929,-6.345223,-8.706501,-21.332201,0,0,0,0,0,0,0,1,-0.384555,-3.298527,-0.276104,46.833751,61.899533,-479.854463,0,0,0,0,1.6422337,5.32429222,-53.28327916,0
0.00161,-1.056424,0.072847,-22.002628,-0.293696,-13.532817,0,0,0,0,0,0,0,1,-2.28115,-1.546909,-0.872494,126.001618,74.821453,-408.074687,0,0,0,0,2.90224988,6.07250675,-57.36402603,0
0.069473,-1.004819,0.005225,-29.682727,5.922755,-11.813817,0,0,0,0,0,0,0,1,-3.271916,-0.506159,-1.27132,233.960604,56.148027,-271.307772,0,0,0,0,5.24185592,6.63398702,-60.07710375,0
0.033594,-0.996786,0.001562,-24.281237,-1.822202,-10.151351,0,0,0,0,0,0,0,1,-0.747239,0.249448,-0.390164,187.380599,-11.727122,-125.299484,0,0,0,0,7.11566191,6.5167158,-61.33009859,0
-0.030277,-1.032211,0.012415,-19.149583,-4.027285,-10.05467,0,0,0,0,0,0,0,1,-1.782603,-0.341197,-0.854407,-7.587979,19.437967,31.927295,0,0,0,0,7.03978212,6.71109547,-61.01082564,0
-0.014301,-1.012304,-0.017684,-22.448395,-0.16748,-8.814724,0,0,0,0,0,0,0,1,-1.444609,-1.081214,-0.667697,24.515618,1.634186,99.829387,0,0,0,0,7.2849383,6.72743733,-60.01253177,0
0.017631,-1.000633,-0.006099,-17.99942,0.19652,-6.745163,0,0,0,0,0,0,0,1,-1.258908,-0.886458,-0.565093,51.632538,2.5962,98.542509,0,0,0,0,7.80126368,6.75339933,-59.02710668,0
-0.002335,-1.024556,0.035342,-18.839314,0.228972,-7.281001,0,0,0,0,0,0,0,1,-1.109597,-0.443477,-0.518834,56.228331,-0.149309,112.990011,0,0,0,0,8.36354699,6.75190624,-57.89720657,0
0.025591,-1.016664,0.024056,-24.235818,-2.14046,-8.205409,0,0,0,0,0,0,0,1,-1.058373,-0.198061,-0.45855,24.322144,3.027407,136.072225,0,0,0,0,8.60676843,6.78218031,-56.53648432,0
0.021613,-1.004621,-0.002363,-21.289313,-0.57714,-6.699981,0,0,0,0,0,0,0,1,-1.04989,-0.236969,-0.387934,1.469008,1.793231,164.508795,0,0,0,0,8.62145851,6.80011262,-54.89139637,0
0.009645,-1.004532,-0.009962,-19.22479,0.001846,-5.267175,0,0,0,0,0,0,0,1,-1.029483,-0.323227,-0.317054,-4.710944,-3.618979,187.080719,0,0,0,0,8.57434907,6.76392283,-53.02058918,0
-0.022237,-0.996642,0.005382,-19.542241,0.856409,-4.317228,0,0,0,0,0,0,0,1,-0.958232,-0.318797,-0.278556,-3.982651,-11.38113,202.711997,0,0,0,0,8.53452256,6.65011153,-50.99346921,0
-0.014255,-0.996745,0.016784,-20.936052,0.514354,-3.99234,0,0,0,0,0,0,0,1,-0.863533,-0.267052,-0.25625,-11.301368,-17.521599,213.489338,0,0,0,0,8.42150888,6.47489554,-48.85857583,0
-0.006264,-0.984817,0.001766,-20.988838,-0.248297,-4.995527,0,0,0,0,0,0,0,1,-0.748977,-0.286329,-0.233561,-25.904619,-22.170696,221.573993,0,0,0,0,8.16246269,6.25318858,-46.6428359,0
-0.006281,-0.992689,-0.002163,-22.71716,-2.046884,-8.030307,0,0,0,0,0,0,0,1,-0.657799,-0.372631,-0.190623,-40.32175,-25.93266,229.757183,0,0,0,0,7.75924519,5.99386198,-44.34526407,0
-0.006299,-1.000534,-0.009893,-18.712959,-2.620233,-8.780873,0,0,0,0,0,0,0,1,-0.598004,-0.510277,-0.139219,-48.701822,-30.507758,239.837134,0,0,0,0,7.27222697,5.6887844,-41.94689273,0
-0.006277,-0.980552,-0.043788,-18.35273,-0.088861,-10.71092,0,0,0,0,0,0,0,1,-0.550244,-0.616519,-0.10751,-48.75742,-35.65898,252.998621,0,0,0,0,6.78465277,5.3321946,-39.41690652,0
-0.01029,-0.992361,-0.04778,-16.655891,0.598286,-12.198072,0,0,0,0,0,0,0,1,-0.494664,-0.718855,-0.083715,-44.662829,-40.396339,268.445273,0,0,0,0,6.33802448,4.92823121,-36.73245379,0
0.005675,-0.988539,-0.036317,-12.429404,0.952069,-13.809937,0,0,0,0,0,0,0,1,-0.43523,-0.805451,-0.067891,-43.122161,-43.814529,284.601167,0,0,0,0,5.90680287,4.49008592,-33.88644212,0
0.009637,-1.000346,-0.044112,-10.56973,1.417757,-14.131978,0,0,0,0,0,0,0,1,-0.403501,-0.91201,-0.071245,-43.202698,-45.633064,299.181554,0,0,0,0,5.47477589,4.03375528,-30.89462658,0
0.009611,-1.01214,-0.051906,-8.092127,1.88478,-14.518646,0,0,0,0,0,0,0,1,-0.364037,-1.014756,-0.094242,-42.812926,-46.341274,310.667629,0,0,0,0,5.04664663,3.57034254,-27.78795029,0
0.017605,-1.008373,-0.029036,-7.226563,-0.049117,-14.650384,0,0,0,0,0,0,0,1,-0.340326,-1.070036,-0.101832,-42.212265,-46.306568,319.244292,0,0,0,0,4.62452398,3.10727686,-24.59550737,0
0.009567,-1.039915,-0.033344,-8.174542,-0.690148,-15.671487,0,0,0,0,0,0,0,1,-0.316571,-1.160883,-0.113062,-43.113308,-45.4995,326.417656,0,0,0,0,4.1933909,2.65228186,-21.33133081,0
0.02555,-1.020113,-0.048237,-10.91641,-4.584898,-17.836791,0,0,0,0,0,0,0,1,-0.284794,-1.291132,-0.116235,-45.720908,-44.816332,335.187274,0,0,0,0,3.73618182,2.20411854,-17.97945807,0
0.02554,-1.02809,-0.03696,-12.54765,-4.530005,-17.12843,0,0,0,0,0,0,0,1,-0.284405,-1.441076,-0.103364,-47.612309,-45.762927,345.948508,0,0,0,0,3.26005873,1.74648927,-14.51997299,0
0.033513,-1.019953,-0.074851,-12.77029,-8.211817,-18.214212,0,0,0,0,0,0,0,1,-0.280025,-1.6147,-0.090345,-50.315356,-50.317342,355.702804,0,0,0,0,2.75690517,1.24331585,-10.96294495,0
0.045451,-1.031784,-0.082649,-18.095588,-6.963517,-17.632363,0,0,0,0,0,0,0,1,-0.263756,-1.804058,-0.073391,-53.248846,-58.535713,362.352472,0,0,0,0,2.22441671,0.65795872,-7.33942023,0
0.049495,-1.020449,-0.01023,-13.738106,-7.991138,-19.464281,0,0,0,0,0,0,0,1,-0.216005,-1.977577,-0.060722,-56.843941,-70.811204,364.551902,0,0,0,0,1.6559773,-0.05015332,-3.69390121,0
0.02562,-1.004923,0.039453,-18.534793,-9.12647,-21.08655,0,0,0,0,-0.18534793,-0.0912647,-0.2108655,0,-0.113,-2.162775,-0.044497,-61.938221,-86.172194,365.549146,0,0,0,0,1.03659509,-0.91187526,-0.03840975,0
0.045481,-1.036286,-0.00288,-13.463885,-13.374091,-23.897442,0,0,0,0,-0.31998678,-0.22500561,-0.44983992,0,0.104199,-2.430949,-0.071573,-63.775816,-101.827452,370.773247,0,0,0,0,0.39883693,-1.93014978,3.66932272,0
0.005496,-1.079287,-0.049186,-9.864022,-12.830657,-26.612375,0,0,0,0,-0.418627,-0.35331218,-0.71596367,0,0.537151,-2.592946,-0.222414,-58.882661,-109.578121,379.820719,0,0,0,0,-0.18998968,-3.02593099,7.46752991,0
-0.010589,-1.11786,-0.175268,-9.411471,-12.495698,-31.368111,0,0,0,0,-0.51274171,-0.47826916,-1.02964478,0,1.025539,-2.742686,-0.338601,-62.171093,-99.453899,384.908595,0,0,0,0,-0.81170061,-4.02046998,11.31661586,0
0.013429,-1.074599,-0.159369,-3.705439,-5.630449,-37.40771,0,0,0,0,-0.5497961,-0.53457365,-1.40372188,0,1.503192,-3.049554,-0.347924,-77.142886,-75.016919,381.678611,0,0,0,0,-1.58312947,-4.77063917,15.13340197,0
0.001361,-1.129875,-0.156455,3.777826,-2.889636,-41.79199,0,0,0,0,-0.51201784,-0.56347001,-1.82164178,0,1.996532,-3.4,-0.380503,-65.508443,-46.835575,368.308892,0,0,0,0,-2.2382139,-5.23899492,18.81649089,0
-0.002707,-1.189598,-0.08518,7.75261,0.22549,-48.125398,0,0,0,0,-0.43449174,-0.56121511,-2.30289576,0,2.688502,-3.20259,-0.602643,-15.869457,-15.510076,343.679837,0,0,0,0,-2.39690847,-5.39409568,22.25328926,0
-0.010827,-1.276768,-0.04096,9.219637,0.490262,-56.483623,0,0,0,0,-0.34229537,-0.55631249,-2.86773199,0,3.524148,-2.409708,-0.96734,24.942031,30.980734,310.441384,0,0,0,0,-2.14748816,-5.08428834,25.3577031,0
-0.002899,-1.304514,-0.030004,4.769447,0.24208,-68.146045,0,0,0,0,-0.2946009,-0.55389169,-3.54919244,0,4.372788,-1.651157,-1.183284,5.725765,101.074445,274.692501,0,0,0,0,-2.09023051,-4.07354389,28.10462811,0
-0.010873,-1.288273,-0.090571,0.298735,0.793993,-80.010288,0,0,0,0,-0.29161355,-0.54595176,-4.34929532,0,4.754589,-1.207485,-0.622727,-70.15502,185.379936,231.842992,0,0,0,0,-2.79178071,-2.21974453,30.42305803,0
-0.034826,-1.287831,-0.143785,1.807031,3.8122,-91.613469,0,0,0,0,-0.27354324,-0.50782976,-5.26543001,0,4.515373,-1.320876,0.596195,-167.300355,244.631253,175.995436,0,0,0,0,-4.46478426,0.226568,32.18301239,0
-0.046911,-1.346898,-0.163744,7.372111,9.916423,-104.390564,0,0,0,0,-0.19982213,-0.40866553,-6.30933565,0,4.020845,-2.189612,1.748627,-211.316666,242.070422,107.786574,0,0,0,0,-6.57795092,2.64727222,33.26087813,0
-0.027045,-1.402719,-0.096214,14.0187,14.136115,-120.528184,0,0,0,0,-0.05963513,-0.26730438,-7.51461749,0,3.299976,-3.140025,2.129243,-146.417483,182.47186,22.497896,0,0,0,0,-8.04212575,4.47199082,33.48585709,0
-0.039119,-1.474159,-0.040333,15.413065,14.181048,-138.917925,0,0,0,0,0.09449552,-0.1254939,-8.90379674,0,2.944379,-3.161467,2.026685,41.518634,94.828643,-69.141226,0,0,0,0,-7.62693941,5.42027725,32.79444483,0
-0.019282,-1.541722,0.011799,13.593348,14.237237,-160.182311,0,0,0,0,0.230429,0.01687847,-10.50561985,0,0.560385,-3.692816,0.497473,77.279486,79.861392,-196.717273,0,0,0,0,-6.85414455,6.21889117,30.8272721,0
-0.0235,-1.676371,0.066658,12.351734,7.859932,-184.786859,0,0,0,0,0.35394634,0.09547779,-12.35348844,0,-1.2041,-2.374268,-0.479898,24.618996,48.628254,-242.756537,0,0,0,0,-6.60795459,6.70517371,28.39970673,0
-0.059769,-1.885901,0.112715,9.221358,3.465096,-212.691115,0,0,0,0,0.44615992,0.13012875,-14.48039959,0,-1.769962,-0.656573,-0.292918,201.608954,-92.378569,-367.059267,0,0,0,0,-4.59186505,5.78138802,24.72911406,0
-0.099809,-2.009305,0.270419,1.039999,-4.6747,-248.140103,0,0,0,0,0.45655991,0.08338175,-16.96180062,0,-0.331675,0.165633,0.866282,204.950334,-158.358652,-500.841942,0,1,0,0,-2.54236171,4.1978015,19.72069464,0
-0.088057,-2.144266,0.363288,-13.187154,-14.440985,-285.649454,0,0,0,0,0.32468837,-0.0610281,-19.81829516,0,1.154501,-1.512738,0.366592,-28.974991,-140.892327,-447.936459,0,0,0,0,-2.83211162,2.78887823,15.24133005,0
-0.144755,-2.675422,0.666499,-26.693352,-39.084454,-333.134881,0,0,0,0,0.05775485,-0.45187264,-23.14964397,0,1.147467,-1.678031,0.438295,50.685108,-85.767171,-351.605521,0,0,0,0,-2.32526054,1.93120652,11.72527484,0
-0.224798,-2.752184,0.380136,-69.516752,-51.604458,-380.661678,0,0,0,0,-0.63741267,-0.96791722,-26.95626075,0,1.313972,-1.340318,0.649455,27.803771,-28.736713,-263.672684,0,0,0,0,-2.04722283,1.64383939,9.088548,0
-0.273178,-2.9676,0.140954,-62.427028,-55.884909,-425.927362,0,0,0,0,-1.26168295,-1.52676631,-31.21553437,0,0.690519,-1.378238,0.044734,-65.078163,57.389645,-165.907415,0,0,0,0,-2.69800446,2.21773584,7.42947385,0
-0.038131,-3.082443,0.082008,-73.766954,-46.045478,-468.042659,0,0,0,0,-1.99935249,-1.98722109,-35.89596096,0,0.349249,-1.326014,-0.234468,-67.200731,49.127838,-103.697308,0,0,0,0,-3.37001177,2.70901422,6.39250077,0
0.072699,-3.529284,0.112791,-47.455668,-45.631681,-484.988751,1,0,0,0,-2.47390917,-2.4435379,-40.74584847,0,0.174782,-1.311665,-0.362218,-32.932229,18.136507,-70.524893,0,0,0,0,-3.69933406,2.89037929,5.68725184,0
0.208026,-3.680076,0.155945,-82.839805,-49.853662,-481.810512,0,0,0,0,-3.30230722,-2.94207452,-45.56395359,0,0.203413,-1.037462,-0.149466,17.980469,-2.026821,-55.43589,0,0,0,0,0,0,0,1
-0.026985,-3.630761,0.55221,-128.777045,-44.393236,-481.974077,0,0,0,0,-4.59007767,-3.38600688,-50.38369436,0,0.191931,-0.938195,-0.075833,7.854686,4.926048,-39.760775,0,0,0,0,0,0,0,1
-0.869944,-2.394227,0.87274,-197.616647,-47.94636,-454.230423,0,0,0,0,-6.56624414,-3.86547048,-54.92599859,0,0.100329,-1.069979,-0.234418,-16.425107,7.402274,-22.847581,0,0,0,0,0,0,0,1
-1.591991,-0.486596,1.185048,-266.944991,-53.709318,-394.566991,0,0,0,0,-9.23569405,-4.40256366,-58.8716685,0,0.088855,-1.045885,-0.179764,5.182972,1.311158,-16.470179,0,0,0,0,0,0,0,1
-0.98299,1.053434,0.954982,-253.291043,-46.272818,-293.147897,0,0,0,0,-11.76860448,-4.86529184,-61.80314747,0,0.101304,-0.981879,-0.078681,16.629277,1.369269,-12.491701,0,0,0,0,0,0,0,1
-0.770682,-0.510159,0.804244,-170.49492,-72.739843,-214.562959,0,0,0,0,-13.47355368,-5.59269027,-63.94877706,0,0.065425,-1.029871,-0.144504,5.420467,3.943764,-6.23104,0,0,0,0,0,0,0,1
-1.832366,-0.863495,0.395833,-1.984175,-94.893217,118.873254,0,0,0,0,-13.49339543,-6.54162244,-62.76004452,0,0.061584,-1.037685,-0.132682,10.213276,4.544458,-5.428554,0,0,0,0,0,0,0,1
-1.888968,-1.229555,0.241669,-102.09539,-60.545402,152.359588,0,0,0,0,-14.51434933,-7.14707646,-61.23644864,0,0.061868,-1.021551,-0.089793,20.107706,4.832079,-5.58838,0,0,0,0,0,0,0,1
-1.562289,-1.396094,0.193269,-148.342367,-36.341458,141.593387,0,0,0,0,-15.997773,-7.51049104,-59.82051477,0,0.057941,-1.029458,-0.089701,16.17544,6.369095,-5.187032,0,0,0,0,0,0,0,1
-1.389084,-0.532811,0.355419,-118.873647,-22.078983,143.661089,0,0,0,0,-17.18650947,-7.73128087,-58.38390388,0,0.049979,-1.005818,-0.093728,15.773727,6.401725,-5.608192,0,0,0,0,0,0,0,1
-1.164425,0.133047,0.487757,-32.625597,-17.92026,154.853769,0,0,0,0,-17.51276544,-7.91048347,-56.83536619,0,0.046151,-1.005704,-0.078056,14.617937,6.738613,-4.90692,0,0,0,0,0,0,0,1
-1.124387,0.22399,0.454994,40.894434,-8.652038,171.91153,0,0,0,0,-17.1038211,-7.99700385,-55.11625089,0,0.046036,-1.005827,-0.093696,11.572084,7.968766,-4.833166,0,0,0,0,0,0,0,1
-1.188897,-0.102451,0.286264,61.926311,8.104773,192.422901,0,0,0,0,-16.48455799,-7.91595612,-53.19202188,0,0.049846,-1.025745,-0.117037,13.406838,8.796869,-6.546546,0,0,0,0,0,0,0,1
-1.161659,-0.425459,0.151781,50.950152,27.706417,211.819669,0,0,0,0,-15.97505647,-7.63889195,-51.07382519,0,0.061734,-0.997954,-0.101703,17.381281,9.557318,-7.474478,0,0,0,0,0,0,0,1
-1.058118,-0.492618,0.108847,44.913721,40.956289,230.928586,0,0,0,0,-15.52591926,-7.22932906,-48.76453933,0,0.06171,-0.986109,-0.101793,17.276064,10.047036,-7.374791,0,0,0,0,0,0,0,1
-0.878529,-0.426032,0.109871,55.089018,44.861085,249.643713,0,0,0,0,-14.97502908,-6.78071821,-46.2681022,0,0.061763,-0.997923,-0.097793,16.260244,9.741171,-6.806312,0,0,0,0,0,0,0,1
-0.731007,-0.446279,0.117107,72.781383,42.212941,266.322521,0,0,0,0,-14.24721525,-6.3585888,-43.60487699,0,0.049778,-1.006034,-0.121097,18.337669,10.045423,-7.518288,0,0,0,0,0,0,0,1
-0.639517,-0.568977,0.115103,83.339833,36.451669,282.686221,0,0,0,0,-13.41381692,-5.99407211,-40.77801478,0,0.077394,-1.013863,-0.12126,27.001732,10.794697,-7.710068,0,0,0,0,0,0,0,1
-0.572135,-0.77419,0.06235,81.401034,29.604663,297.393425,0,0,0,0,-12.59980658,-5.69802548,-37.80408053,0,0.053946,-1.017653,-0.09367,30.975622,8.951119,-7.993058,0,0,0,0,0,0,0,1
-0.504644,-0.932304,0.052177,72.046635,22.325571,310.38049,0,0,0,0,-11.87934023,-5.47476977,-34.70027563,0,0.065953,-0.977863,-0.058876,29.205077,6.777776,-6.909782,0,0,0,0,0,0,0,1
-0.425018,-0.999601,0.039664,64.677948,13.482526,323.3368,0,0,0,0,-11.23256075,-5.33994451,-31.46690763,0,0.066056,-0.985667,-0.047086,26.594727,6.538915,-7.260123,0,0,0,0,0,0,0,1
-0.377302,-1.07075,0.027098,64.117848,4.355334,334.088361,0,0,0,0,-10.59138227,-5.29639117,-28.12602402,0,0.062129,-0.993573,-0.046994,26.663751,4.12188,-7.779919,0,0,0,0,0,0,0,1
-0.337628,-1.181522,0.036706,67.858688,-4.903516,342.147115,0,0,0,0,-9.91279539,-5.34542633,-24.70455287,0,0.070113,-0.985533,-0.031478,24.514813,2.992594,-7.53607,0,0,0,0,0,0,0,1
-0.294046,-1.331718,0.034272,71.892015,-12.619834,349.223547,0,0,0,0,-9.19387524,-5.47162467,-21.2123174,0,0.074122,-0.98941,-0.02366,20.615027,2.296406,-7.682368,0,0,0,0,0,0,0,1
-0.274421,-1.497663,0.035392,75.646097,-17.935533,355.57532,0,0,0,0,-8.43741427,-5.65098,-17.6565642,0,0.097717,-1.00129,-0.03549,20.401818,1.317395,-7.750754,0,0,0,0,0,0,0,1
-0.282728,-1.663287,0.002308,81.031514,-18.429778,362.938558,0,0,0,0,-7.62709913,-5.83527778,-14.02717862,0,0.070002,-1.001481,-0.050908,21.855162,2.295277,-8.1054,0,0,0,0,0,0,0,1
-0.303079,-1.86423,-0.057956,84.536349,-10.38235,370.012331,0,0,0,0,-6.78173564,-5.93910128,-10.32705531,0,0.062087,-1.001531,-0.054754,22.496256,-1.101232,-9.046355,0,0,0,0,0,0,0,1
-0.275539,-2.053657,-0.091434,86.004621,6.317987,373.392402,0,0,0,0,-5.92168943,-5.87592141,-6.59313129,0,0.070169,-1.013172,-0.031268,24.753014,-1.191915,-10.901216,0,0,0,0,0,0,0,1
-0.172086,-2.176365,-0.097244,93.460104,27.791882,371.170933,0,0,0,0,-4.98708839,-5.59800259,-2.88142196,0,0.081998,-1.013143,-0.031363,24.362904,-2.256355,-13.022109,0,0,0,0,0.24362904,-0.02256355,-0.13022109,0
-0.116354,-2.2319,-0.086749,110.485946,50.389164,368.575769,0,0,0,0,-3.88222893,-5.09411095,0.80433573,0,0.066443,-1.020862,-0.003807,22.468998,-2.243941,-15.990683,0,0,0,0,0.46831902,-0.04500296,-0.29012792,0
0.110647,-2.414721,-0.021325,130.987572,67.284942,369.840165,0,0,0,0,-2.57235321,-4.42126153,4.50273738,0,0.070484,-1.040532,0.004132,15.55475,-1.940236,-21.035269,0,0,0,0,0.62386652,-0.06440532,-0.50048061,0
0.501174,-2.602358,0.097203,153.729971,71.013098,374.392786,0,0,0,0,-1.0350535,-3.71113055,8.24666524,0,0.042737,-1.02493,-0.011406,9.249018,-5.312753,-25.581815,0,0,0,0,0.7163567,-0.11753285,-0.75629876,0
0.943388,-2.864973,0.184092,170.018621,61.641812,378.645536,0,0,0,0,0.66513271,-3.09471243,12.0331206,0,0.082084,-1.01305,-0.019633,-7.370388,-2.542382,-30.28536,0,0,0,0,0.64265282,-0.14295667,-1.05915236,0
1.381424,-3.21003,0.201218,159.369838,46.05352,377.135296,0,0,0,0,2.25883109,-2.63417723,15.80447356,0,0.070517,-1.09985,-0.007148,-15.301134,1.07631,-37.633755,0,0,0,0,0.48964148,-0.13219357,-1.43548991,0
1.935453,-3.381816,0.240115,123.966687,24.591145,358.755925,0,0,0,0,3.49849796,-2.38826578,19.39203281,0,0.035592,-1.249695,0.029469,-6.329473,0.01323,-46.287001,0,0,0,0,0.42634675,-0.13206127,-1.89835992,0
2.64206,-3.021185,0.321773,105.947599,-11.000654,322.35218,0,0,0,0,4.55797395,-2.49827232,22.61555461,0,0.062956,-1.218226,0.005546,-11.542185,2.98528,-54.125444,0,0,0,0,0.3109249,-0.10220847,-2.43961436,0
3.349383,-2.301642,0.473853,119.089445,-66.984117,275.970022,0,0,0,0,5.7488684,-3.16811349,25.37525483,0,0.074767,-1.238001,-0.002219,-10.094442,3.838868,-64.20428,0,0,0,0,0.20998048,-0.06381979,-3.08165716,0
3.908799,-1.686061,0.304932,180.206146,-136.842378,223.888497,0,0,0,0,7.55092986,-4.53653727,27.6141398,0,0.05523,-1.297212,0.00621,-10.437355,4.482592,-74.618509,0,0,0,0,0.10560693,-0.01899387,-3.82784225,0
4.048135,-1.658473,-0.318184,238.949076,-193.341891,167.291561,0,0,0,0,9.94042062,-6.46995618,29.28705541,0,0.031732,-1.305012,0.026011,-12.027533,2.713907,-86.262815,0,0,0,0,-0.0146684,0.0081452,-4.6904704,0
4.030796,-2.141333,-1.30307,227.303703,-208.117453,114.27374,0,0,0,0,12.21345765,-8.55113071,30.42979281,0,0.03208,-1.320465,0.06914,-15.556835,-1.315381,-98.263107,0,0,0,0,-0.17023675,-0.00500861,-5.67310147,0
