left foot,,,,,,,,,,,,,,right foot,,,,,,,,,,,,,,,,,,,
accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_left,TO_left,turnLeft,turnRight,angleX_Left,angleY_Left,angleZ_Left,FF,accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_right,TO_right,turnLeft,turnRight,angleX_Right,angleY_Right,angleZ_Right,FF,dispX_Left,dispY_Left,dispZ_Left,dispX_Right,dispY_Right,dispZ_Right
0.057531,-0.992936,0.00542,2.675514,2.740602,0.117823,0,0,0,0,0,0,0,1,0.050546,-1.001251,-0.015559,1.04054,0.87301,-0.199496,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.053524,-1.004823,0.012833,2.728756,2.466588,-0.318661,0,0,0,0,0,0,0,1,0.046616,-0.993333,-0.011678,0.885025,0.843685,-0.534173,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.061496,-1.008849,0.02037,2.00937,2.56307,-1.274759,0,0,0,0,0,0,0,1,0.038775,-1.001218,-0.007644,0.914533,0.75261,-0.811839,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.061502,-1.00082,0.001489,1.208309,2.901089,-1.493936,0,0,0,0,0,0,0,1,0.042746,-1.001178,-0.003766,1.131396,0.538466,-1.002569,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.069509,-0.985048,0.001742,2.261368,3.0569,-1.584163,0,0,0,0,0,0,0,1,0.050682,-0.997148,0.00396,1.195154,0.41608,-1.066564,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.065505,-0.992934,0.001615,2.410516,2.564227,-1.368061,0,0,0,0,0,0,0,1,0.042804,-1.001116,0.004054,0.951957,0.355762,-1.215849,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.057536,-0.993015,0.016824,2.585513,2.074502,-1.665127,0,0,0,0,0,0,0,1,0.042726,-1.005157,-0.007646,0.957917,0.020015,-1.557201,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.065477,-1.012811,0.020305,1.590372,2.200066,-2.40657,0,0,0,0,0,0,0,1,0.046734,-1.009034,0.000172,0.783684,-0.31585,-1.741666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.057502,-1.012813,0.024109,-0.041359,1.497863,-3.667383,0,0,0,0,0,0,0,1,0.046632,-1.00123,-0.011618,0.364753,-0.650897,-2.044016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.065503,-0.996962,0.012956,-1.291869,1.59657,-5.162972,0,0,0,0,0,0,0,1,0.042697,-1.005188,-0.011556,0.297298,-0.740521,-2.749167,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.057485,-1.020684,0.02018,-1.265474,1.878236,-6.054775,0,0,0,0,0,0,0,1,0.042807,-1.01694,0.000264,0.933934,-0.923836,-3.285153,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.041528,-1.024611,0.023923,-2.805354,1.889787,-8.518539,0,0,0,0,0,0,0,1,0.042778,-1.016971,-0.003646,1.344968,-0.891086,-4.274318,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.025555,-1.036436,0.027539,-4.883296,2.279563,-12.8011,0,0,0,0,0,0,0,1,0.038757,-1.021022,-0.015314,2.279327,-1.316859,-5.831074,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.002471,-1.099693,0.049338,-7.734974,1.849046,-18.959993,0,0,0,0,0,0,0,1,0.042741,-1.013054,-0.007586,3.698101,-0.733241,-7.416422,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.053415,-1.076301,0.06871,-13.649542,3.522515,-28.494932,0,0,0,0,0,0,0,1,0.034851,-1.024949,-0.011342,4.855337,-0.607775,-9.185928,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.113297,-1.032728,0.023772,-18.11212,1.168775,-31.930391,0,0,0,0,0,0,0,1,0.042708,-1.02496,-0.015316,5.394413,-0.235627,-11.155199,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.089396,-1.028996,0.065661,-15.256157,-4.174241,-31.852007,0,0,0,0,0,0,0,1,0.034781,-1.032938,-0.023012,6.261457,0.228473,-13.375213,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08127,-1.095788,0.018962,-6.551601,-8.083735,-33.675544,0,0,0,0,0,0,0,1,0.046573,-1.028992,-0.027047,5.205465,2.012111,-15.419754,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.069301,-1.079429,-0.05681,-10.723027,-9.930586,-39.714039,0,0,0,0,0,0,0,1,0.031184,-1.076101,0.012539,3.88579,4.16558,-18.129667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.089383,-1.004432,-0.059408,-3.049679,-7.798827,-39.602088,0,0,0,0,0,0,0,1,0.023279,-1.0524,0.016333,6.355052,2.091698,-22.373125,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.101349,-1.01263,-0.021524,1.119155,-6.287123,-39.496237,0,0,0,0,0,0,0,1,0.042986,-1.048403,0.016144,3.641945,2.257427,-24.894495,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.117339,-0.992934,-0.021211,1.746009,-7.358293,-40.096834,0,0,0,0,0,0,0,1,0.046921,-1.044445,0.016082,3.104317,2.354255,-26.232403,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.125308,-0.992853,-0.036419,3.370009,-6.837695,-39.327883,0,0,0,0,0,0,0,1,0.035239,-1.060144,0.031937,2.686164,2.542516,-27.51026,0,0,0,0,0,0,0,1,0,0,0,0,0,0
